body diag: graph_backend=kuzu seconds=21600 stamp=20260707_025552
cycle rate (steady window): 1.02 cycles/s  (45 -> 22139 cycles over 21590.8s)
host CPU: mean 83.9% max 95.0% (pre-WS baseline was 30-35%)
  t=12.2s cycles=45
  t=12211.4s cycles=22139
  t=12222.4s cycles=22139
  t=12233.4s cycles=22139
  t=12244.5s cycles=22139
  t=12255.5s cycles=22139
  t=12266.5s cycles=22139
  t=12277.5s cycles=22139
  t=12288.6s cycles=22139
  t=12299.6s cycles=22139
  t=12310.6s cycles=22139
  t=12321.6s cycles=22139
  t=12332.7s cycles=22139
  t=12343.7s cycles=22139
  t=12354.7s cycles=22139
  t=12365.7s cycles=22139
  t=12376.8s cycles=22139
  t=12387.8s cycles=22139
  t=12398.8s cycles=22139
  t=12409.9s cycles=22139
  t=12420.9s cycles=22139
  t=12431.9s cycles=22139
  t=12442.9s cycles=22139
  t=12454s cycles=22139
  t=12465s cycles=22139
  t=12476s cycles=22139
  t=12487s cycles=22139
  t=12498.1s cycles=22139
  t=12509.1s cycles=22139
  t=12520.1s cycles=22139
  t=12531.2s cycles=22139
  t=12542.2s cycles=22139
  t=12553.2s cycles=22139
  t=12564.2s cycles=22139
  t=12575.3s cycles=22139
  t=12586.3s cycles=22139
  t=12597.3s cycles=22139
  t=12608.3s cycles=22139
  t=12619.4s cycles=22139
  t=12630.4s cycles=22139
  t=12641.4s cycles=22139
  t=12652.4s cycles=22139
  t=12663.5s cycles=22139
  t=12674.5s cycles=22139
  t=12685.5s cycles=22139
  t=12696.6s cycles=22139
  t=12707.6s cycles=22139
  t=12718.6s cycles=22139
  t=12729.7s cycles=22139
  t=12740.7s cycles=22139
  t=12751.7s cycles=22139
  t=12762.7s cycles=22139
  t=12773.8s cycles=22139
  t=12784.8s cycles=22139
  t=12795.8s cycles=22139
  t=12806.8s cycles=22139
  t=12817.9s cycles=22139
  t=12828.9s cycles=22139
  t=12839.9s cycles=22139
  t=12850.9s cycles=22139
  t=12862s cycles=22139
  t=12873s cycles=22139
  t=12884s cycles=22139
  t=12895.1s cycles=22139
  t=12906.1s cycles=22139
  t=12917.1s cycles=22139
  t=12928.1s cycles=22139
  t=12939.2s cycles=22139
  t=12950.2s cycles=22139
  t=12961.2s cycles=22139
  t=12972.2s cycles=22139
  t=12983.3s cycles=22139
  t=12994.3s cycles=22139
  t=13005.4s cycles=22139
  t=13016.4s cycles=22139
  t=13027.4s cycles=22139
  t=13038.4s cycles=22139
  t=13049.5s cycles=22139
  t=13060.5s cycles=22139
  t=13071.6s cycles=22139
  t=13082.6s cycles=22139
  t=13093.6s cycles=22139
  t=13106.4s cycles=22139
  t=13117.4s cycles=22139
  t=13128.5s cycles=22139
  t=13139.5s cycles=22139
  t=13150.5s cycles=22139
  t=13161.5s cycles=22139
  t=13172.6s cycles=22139
  t=13183.6s cycles=22139
  t=13194.6s cycles=22139
  t=13205.7s cycles=22139
  t=13216.7s cycles=22139
  t=13227.7s cycles=22139
  t=13238.8s cycles=22139
  t=13249.8s cycles=22139
  t=13260.8s cycles=22139
  t=13271.9s cycles=22139
  t=13282.9s cycles=22139
  t=13293.9s cycles=22139
  t=13305s cycles=22139
  t=13316s cycles=22139
  t=13327s cycles=22139
  t=13338s cycles=22139
  t=13349.1s cycles=22139
  t=13360.1s cycles=22139
  t=13371.1s cycles=22139
  t=13382.2s cycles=22139
  t=13393.2s cycles=22139
  t=13404.2s cycles=22139
  t=13415.2s cycles=22139
  t=13426.3s cycles=22139
  t=13437.3s cycles=22139
  t=13448.3s cycles=22139
  t=13459.3s cycles=22139
  t=13470.4s cycles=22139
  t=13481.4s cycles=22139
  t=13492.4s cycles=22139
  t=13503.4s cycles=22139
  t=13514.5s cycles=22139
  t=13525.5s cycles=22139
  t=13536.5s cycles=22139
  t=13547.6s cycles=22139
  t=13558.6s cycles=22139
  t=13569.6s cycles=22139
  t=13580.6s cycles=22139
  t=13591.7s cycles=22139
  t=13602.7s cycles=22139
  t=13613.7s cycles=22139
  t=13624.8s cycles=22139
  t=13635.8s cycles=22139
  t=13646.8s cycles=22139
  t=13657.8s cycles=22139
  t=13668.9s cycles=22139
  t=13679.9s cycles=22139
  t=13690.9s cycles=22139
  t=13701.9s cycles=22139
  t=13713s cycles=22139
  t=13724s cycles=22139
  t=13735s cycles=22139
  t=13746.1s cycles=22139
  t=13757.1s cycles=22139
  t=13768.1s cycles=22139
  t=13779.1s cycles=22139
  t=13790.2s cycles=22139
  t=13801.2s cycles=22139
  t=13812.2s cycles=22139
  t=13823.3s cycles=22139
  t=13834.3s cycles=22139
  t=13845.3s cycles=22139
  t=13856.3s cycles=22139
  t=13867.4s cycles=22139
  t=13878.4s cycles=22139
  t=13889.4s cycles=22139
  t=13900.5s cycles=22139
  t=13911.5s cycles=22139
  t=13922.5s cycles=22139
  t=13933.5s cycles=22139
  t=13944.5s cycles=22139
  t=13955.6s cycles=22139
  t=13966.6s cycles=22139
  t=13977.6s cycles=22139
  t=13988.7s cycles=22139
  t=13999.7s cycles=22139
  t=14010.7s cycles=22139
  t=14021.7s cycles=22139
  t=14032.8s cycles=22139
  t=14043.8s cycles=22139
  t=14054.8s cycles=22139
  t=14065.9s cycles=22139
  t=14076.9s cycles=22139
  t=14087.9s cycles=22139
  t=14099s cycles=22139
  t=14110s cycles=22139
  t=14121s cycles=22139
  t=14132.1s cycles=22139
  t=14143.1s cycles=22139
  t=14154.1s cycles=22139
  t=14165.2s cycles=22139
  t=14176.2s cycles=22139
  t=14187.2s cycles=22139
  t=14198.2s cycles=22139
  t=14209.3s cycles=22139
  t=14220.3s cycles=22139
  t=14231.3s cycles=22139
  t=14242.3s cycles=22139
  t=14253.4s cycles=22139
  t=14264.4s cycles=22139
  t=14275.4s cycles=22139
  t=14286.5s cycles=22139
  t=14297.5s cycles=22139
  t=14308.5s cycles=22139
  t=14319.6s cycles=22139
  t=14330.6s cycles=22139
  t=14341.6s cycles=22139
  t=14352.7s cycles=22139
  t=14363.7s cycles=22139
  t=14374.7s cycles=22139
  t=14385.7s cycles=22139
  t=14396.8s cycles=22139
  t=14407.8s cycles=22139
  t=14418.8s cycles=22139
  t=14429.9s cycles=22139
  t=14440.9s cycles=22139
  t=14451.9s cycles=22139
  t=14463s cycles=22139
  t=14474s cycles=22139
  t=14485s cycles=22139
  t=14496s cycles=22139
  t=14507.1s cycles=22139
  t=14518.1s cycles=22139
  t=14529.1s cycles=22139
  t=14540.2s cycles=22139
  t=14551.2s cycles=22139
  t=14562.2s cycles=22139
  t=14573.2s cycles=22139
  t=14584.3s cycles=22139
  t=14595.3s cycles=22139
  t=14606.3s cycles=22139
  t=14617.3s cycles=22139
  t=14628.3s cycles=22139
  t=14639.4s cycles=22139
  t=14650.4s cycles=22139
  t=14661.4s cycles=22139
  t=14672.5s cycles=22139
  t=14683.5s cycles=22139
  t=14694.6s cycles=22139
  t=14705.6s cycles=22139
  t=14716.6s cycles=22139
  t=14727.6s cycles=22139
  t=14738.6s cycles=22139
  t=14749.7s cycles=22139
  t=14760.7s cycles=22139
  t=14771.7s cycles=22139
  t=14782.8s cycles=22139
  t=14793.8s cycles=22139
  t=14804.8s cycles=22139
  t=14815.9s cycles=22139
  t=14826.9s cycles=22139
  t=14837.9s cycles=22139
  t=14848.9s cycles=22139
  t=14860s cycles=22139
  t=14871s cycles=22139
  t=14882s cycles=22139
  t=14893s cycles=22139
  t=14904.1s cycles=22139
  t=14915.1s cycles=22139
  t=14926.1s cycles=22139
  t=14937.2s cycles=22139
  t=14948.2s cycles=22139
  t=14959.2s cycles=22139
  t=14970.3s cycles=22139
  t=14981.3s cycles=22139
  t=14992.3s cycles=22139
  t=15003.3s cycles=22139
  t=15014.4s cycles=22139
  t=15025.4s cycles=22139
  t=15036.4s cycles=22139
  t=15047.4s cycles=22139
  t=15058.5s cycles=22139
  t=15069.5s cycles=22139
  t=15080.5s cycles=22139
  t=15091.5s cycles=22139
  t=15102.6s cycles=22139
  t=15113.6s cycles=22139
  t=15124.6s cycles=22139
  t=15135.6s cycles=22139
  t=15146.7s cycles=22139
  t=15157.7s cycles=22139
  t=15168.7s cycles=22139
  t=15179.8s cycles=22139
  t=15190.8s cycles=22139
  t=15201.8s cycles=22139
  t=15212.8s cycles=22139
  t=15223.9s cycles=22139
  t=15234.9s cycles=22139
  t=15245.9s cycles=22139
  t=15257s cycles=22139
  t=15268s cycles=22139
  t=15279s cycles=22139
  t=15290.1s cycles=22139
  t=15301.1s cycles=22139
  t=15312.1s cycles=22139
  t=15323.1s cycles=22139
  t=15334.2s cycles=22139
  t=15345.2s cycles=22139
  t=15356.3s cycles=22139
  t=15367.3s cycles=22139
  t=15378.3s cycles=22139
  t=15389.3s cycles=22139
  t=15400.4s cycles=22139
  t=15411.4s cycles=22139
  t=15422.4s cycles=22139
  t=15433.5s cycles=22139
  t=15444.5s cycles=22139
  t=15455.5s cycles=22139
  t=15466.5s cycles=22139
  t=15477.6s cycles=22139
  t=15488.6s cycles=22139
  t=15499.6s cycles=22139
  t=15510.7s cycles=22139
  t=15521.7s cycles=22139
  t=15532.7s cycles=22139
  t=15543.8s cycles=22139
  t=15554.8s cycles=22139
  t=15565.8s cycles=22139
  t=15576.8s cycles=22139
  t=15587.9s cycles=22139
  t=15598.9s cycles=22139
  t=15609.9s cycles=22139
  t=15620.9s cycles=22139
  t=15632s cycles=22139
  t=15643s cycles=22139
  t=15654.1s cycles=22139
  t=15665.1s cycles=22139
  t=15676.1s cycles=22139
  t=15687.1s cycles=22139
  t=15698.2s cycles=22139
  t=15709.2s cycles=22139
  t=15720.2s cycles=22139
  t=15731.2s cycles=22139
  t=15742.3s cycles=22139
  t=15753.3s cycles=22139
  t=15764.3s cycles=22139
  t=15775.3s cycles=22139
  t=15786.4s cycles=22139
  t=15797.4s cycles=22139
  t=15808.4s cycles=22139
  t=15819.5s cycles=22139
  t=15830.5s cycles=22139
  t=15841.5s cycles=22139
  t=15852.6s cycles=22139
  t=15863.6s cycles=22139
  t=15874.6s cycles=22139
  t=15885.7s cycles=22139
  t=15896.7s cycles=22139
  t=15907.7s cycles=22139
  t=15918.8s cycles=22139
  t=15929.8s cycles=22139
  t=15940.8s cycles=22139
  t=15951.9s cycles=22139
  t=15962.9s cycles=22139
  t=15973.9s cycles=22139
  t=15984.9s cycles=22139
  t=15996s cycles=22139
  t=16007s cycles=22139
  t=16018s cycles=22139
  t=16029.1s cycles=22139
  t=16040.1s cycles=22139
  t=16051.1s cycles=22139
  t=16062.2s cycles=22139
  t=16073.2s cycles=22139
  t=16084.2s cycles=22139
  t=16095.2s cycles=22139
  t=16106.3s cycles=22139
  t=16117.3s cycles=22139
  t=16128.3s cycles=22139
  t=16139.3s cycles=22139
  t=16150.4s cycles=22139
  t=16161.4s cycles=22139
  t=16172.4s cycles=22139
  t=16183.5s cycles=22139
  t=16194.5s cycles=22139
  t=16205.5s cycles=22139
  t=16216.6s cycles=22139
  t=16227.6s cycles=22139
  t=16238.6s cycles=22139
  t=16249.6s cycles=22139
  t=16260.7s cycles=22139
  t=16271.7s cycles=22139
  t=16282.7s cycles=22139
  t=16293.7s cycles=22139
  t=16304.8s cycles=22139
  t=16315.8s cycles=22139
  t=16326.9s cycles=22139
  t=16337.9s cycles=22139
  t=16348.9s cycles=22139
  t=16359.9s cycles=22139
  t=16371s cycles=22139
  t=16382s cycles=22139
  t=16393s cycles=22139
  t=16404.1s cycles=22139
  t=16415.1s cycles=22139
  t=16426.1s cycles=22139
  t=16437.2s cycles=22139
  t=16448.2s cycles=22139
  t=16459.2s cycles=22139
  t=16470.2s cycles=22139
  t=16481.3s cycles=22139
  t=16492.3s cycles=22139
  t=16504.4s cycles=22139
  t=16515.5s cycles=22139
  t=16526.5s cycles=22139
  t=16537.5s cycles=22139
  t=16548.5s cycles=22139
  t=16559.6s cycles=22139
  t=16570.6s cycles=22139
  t=16581.6s cycles=22139
  t=16592.7s cycles=22139
  t=16603.7s cycles=22139
  t=16614.7s cycles=22139
  t=16625.8s cycles=22139
  t=16636.8s cycles=22139
  t=16647.8s cycles=22139
  t=16658.9s cycles=22139
  t=16669.9s cycles=22139
  t=16680.9s cycles=22139
  t=16691.9s cycles=22139
  t=16703s cycles=22139
  t=16714s cycles=22139
  t=16725.1s cycles=22139
  t=16736.1s cycles=22139
  t=16747.1s cycles=22139
  t=16758.1s cycles=22139
  t=16769.2s cycles=22139
  t=16780.2s cycles=22139
  t=16791.2s cycles=22139
  t=16802.2s cycles=22139
  t=16813.3s cycles=22139
  t=16824.3s cycles=22139
  t=16835.3s cycles=22139
  t=16846.4s cycles=22139
  t=16857.4s cycles=22139
  t=16868.4s cycles=22139
  t=16879.4s cycles=22139
  t=16890.5s cycles=22139
  t=16901.5s cycles=22139
  t=16912.5s cycles=22139
  t=16923.6s cycles=22139
  t=16934.6s cycles=22139
  t=16945.6s cycles=22139
  t=16956.6s cycles=22139
  t=16967.7s cycles=22139
  t=16978.7s cycles=22139
  t=16989.7s cycles=22139
  t=17000.8s cycles=22139
  t=17011.8s cycles=22139
  t=17022.8s cycles=22139
  t=17033.9s cycles=22139
  t=17044.9s cycles=22139
  t=17055.9s cycles=22139
  t=17067s cycles=22139
  t=17078s cycles=22139
  t=17089s cycles=22139
  t=17100s cycles=22139
  t=17111.1s cycles=22139
  t=17122.1s cycles=22139
  t=17133.2s cycles=22139
  t=17144.2s cycles=22139
  t=17155.2s cycles=22139
  t=17166.2s cycles=22139
  t=17177.3s cycles=22139
  t=17188.3s cycles=22139
  t=17199.3s cycles=22139
  t=17210.4s cycles=22139
  t=17221.4s cycles=22139
  t=17232.4s cycles=22139
  t=17243.5s cycles=22139
  t=17254.5s cycles=22139
  t=17265.5s cycles=22139
  t=17276.6s cycles=22139
  t=17287.6s cycles=22139
  t=17298.6s cycles=22139
  t=17309.6s cycles=22139
  t=17320.7s cycles=22139
  t=17331.7s cycles=22139
  t=17342.7s cycles=22139
  t=17353.7s cycles=22139
  t=17364.8s cycles=22139
  t=17375.8s cycles=22139
  t=17386.8s cycles=22139
  t=17397.9s cycles=22139
  t=17408.9s cycles=22139
  t=17419.9s cycles=22139
  t=17430.9s cycles=22139
  t=17442s cycles=22139
  t=17453s cycles=22139
  t=17464s cycles=22139
  t=17475.1s cycles=22139
  t=17486.1s cycles=22139
  t=17497.1s cycles=22139
  t=17508.1s cycles=22139
  t=17519.1s cycles=22139
  t=17530.2s cycles=22139
  t=17541.2s cycles=22139
  t=17552.2s cycles=22139
  t=17563.3s cycles=22139
  t=17574.3s cycles=22139
  t=17585.3s cycles=22139
  t=17596.3s cycles=22139
  t=17607.4s cycles=22139
  t=17618.4s cycles=22139
  t=17629.4s cycles=22139
  t=17640.5s cycles=22139
  t=17651.5s cycles=22139
  t=17662.5s cycles=22139
  t=17673.5s cycles=22139
  t=17684.6s cycles=22139
  t=17695.6s cycles=22139
  t=17706.6s cycles=22139
  t=17717.7s cycles=22139
  t=17728.7s cycles=22139
  t=17739.7s cycles=22139
  t=17750.7s cycles=22139
  t=17761.8s cycles=22139
  t=17772.8s cycles=22139
  t=17783.8s cycles=22139
  t=17794.9s cycles=22139
  t=17805.9s cycles=22139
  t=17816.9s cycles=22139
  t=17828s cycles=22139
  t=17839s cycles=22139
  t=17850s cycles=22139
  t=17861s cycles=22139
  t=17872.1s cycles=22139
  t=17883.1s cycles=22139
  t=17894.1s cycles=22139
  t=17905.2s cycles=22139
  t=17916.2s cycles=22139
  t=17927.2s cycles=22139
  t=17938.3s cycles=22139
  t=17949.3s cycles=22139
  t=17960.3s cycles=22139
  t=17971.4s cycles=22139
  t=17982.4s cycles=22139
  t=17993.4s cycles=22139
  t=18004.5s cycles=22139
  t=18015.5s cycles=22139
  t=18026.5s cycles=22139
  t=18040s cycles=22139
  t=18051s cycles=22139
  t=18062s cycles=22139
  t=18073.1s cycles=22139
  t=18084.1s cycles=22139
  t=18095.2s cycles=22139
  t=18106.2s cycles=22139
  t=18117.2s cycles=22139
  t=18128.3s cycles=22139
  t=18139.3s cycles=22139
  t=18150.3s cycles=22139
  t=18161.3s cycles=22139
  t=18172.4s cycles=22139
  t=18183.4s cycles=22139
  t=18194.4s cycles=22139
  t=18205.5s cycles=22139
  t=18216.5s cycles=22139
  t=18227.5s cycles=22139
  t=18238.5s cycles=22139
  t=18249.6s cycles=22139
  t=18260.6s cycles=22139
  t=18271.6s cycles=22139
  t=18282.7s cycles=22139
  t=18293.7s cycles=22139
  t=18304.7s cycles=22139
  t=18315.7s cycles=22139
  t=18326.8s cycles=22139
  t=18337.8s cycles=22139
  t=18348.8s cycles=22139
  t=18359.9s cycles=22139
  t=18370.9s cycles=22139
  t=18381.9s cycles=22139
  t=18393s cycles=22139
  t=18404s cycles=22139
  t=18415s cycles=22139
  t=18426.1s cycles=22139
  t=18437.1s cycles=22139
  t=18448.1s cycles=22139
  t=18459.2s cycles=22139
  t=18470.2s cycles=22139
  t=18481.2s cycles=22139
  t=18492.3s cycles=22139
  t=18503.3s cycles=22139
  t=18514.3s cycles=22139
  t=18525.4s cycles=22139
  t=18536.4s cycles=22139
  t=18547.4s cycles=22139
  t=18558.4s cycles=22139
  t=18569.5s cycles=22139
  t=18580.5s cycles=22139
  t=18591.6s cycles=22139
  t=18602.6s cycles=22139
  t=18613.6s cycles=22139
  t=18624.7s cycles=22139
  t=18635.7s cycles=22139
  t=18646.8s cycles=22139
  t=18657.8s cycles=22139
  t=18668.8s cycles=22139
  t=18679.9s cycles=22139
  t=18690.9s cycles=22139
  t=18701.9s cycles=22139
  t=18712.9s cycles=22139
  t=18723.9s cycles=22139
  t=18735s cycles=22139
  t=18746s cycles=22139
  t=18757s cycles=22139
  t=18768.1s cycles=22139
  t=18779.1s cycles=22139
  t=18790.1s cycles=22139
  t=18801.1s cycles=22139
  t=18812.2s cycles=22139
  t=18823.2s cycles=22139
  t=18834.3s cycles=22139
  t=18845.3s cycles=22139
  t=18856.3s cycles=22139
  t=18867.4s cycles=22139
  t=18878.4s cycles=22139
  t=18889.4s cycles=22139
  t=18900.4s cycles=22139
  t=18911.5s cycles=22139
  t=18922.5s cycles=22139
  t=18933.5s cycles=22139
  t=18944.6s cycles=22139
  t=18955.6s cycles=22139
  t=18966.6s cycles=22139
  t=18977.7s cycles=22139
  t=18988.7s cycles=22139
  t=18999.7s cycles=22139
  t=19010.8s cycles=22139
  t=19021.8s cycles=22139
  t=19032.8s cycles=22139
  t=19043.9s cycles=22139
  t=19054.9s cycles=22139
  t=19065.9s cycles=22139
  t=19076.9s cycles=22139
  t=19088s cycles=22139
  t=19099s cycles=22139
  t=19110s cycles=22139
  t=19121.1s cycles=22139
  t=19132.1s cycles=22139
  t=19143.1s cycles=22139
  t=19154.2s cycles=22139
  t=19165.2s cycles=22139
  t=19176.2s cycles=22139
  t=19187.2s cycles=22139
  t=19198.3s cycles=22139
  t=19209.3s cycles=22139
  t=19220.3s cycles=22139
  t=19231.4s cycles=22139
  t=19242.4s cycles=22139
  t=19253.4s cycles=22139
  t=19264.4s cycles=22139
  t=19275.4s cycles=22139
  t=19286.5s cycles=22139
  t=19297.5s cycles=22139
  t=19308.5s cycles=22139
  t=19319.6s cycles=22139
  t=19330.6s cycles=22139
  t=19341.6s cycles=22139
  t=19352.7s cycles=22139
  t=19363.7s cycles=22139
  t=19374.7s cycles=22139
  t=19385.8s cycles=22139
  t=19396.8s cycles=22139
  t=19407.8s cycles=22139
  t=19418.8s cycles=22139
  t=19429.9s cycles=22139
  t=19440.9s cycles=22139
  t=19451.9s cycles=22139
  t=19463s cycles=22139
  t=19474s cycles=22139
  t=19485s cycles=22139
  t=19496.1s cycles=22139
  t=19507.1s cycles=22139
  t=19518.1s cycles=22139
  t=19529.1s cycles=22139
  t=19540.2s cycles=22139
  t=19551.2s cycles=22139
  t=19562.2s cycles=22139
  t=19573.3s cycles=22139
  t=19584.3s cycles=22139
  t=19595.3s cycles=22139
  t=19606.3s cycles=22139
  t=19617.4s cycles=22139
  t=19628.4s cycles=22139
  t=19639.4s cycles=22139
  t=19650.5s cycles=22139
  t=19661.5s cycles=22139
  t=19672.5s cycles=22139
  t=19683.6s cycles=22139
  t=19694.6s cycles=22139
  t=19705.6s cycles=22139
  t=19716.6s cycles=22139
  t=19727.7s cycles=22139
  t=19738.7s cycles=22139
  t=19749.7s cycles=22139
  t=19760.8s cycles=22139
  t=19771.8s cycles=22139
  t=19782.9s cycles=22139
  t=19793.9s cycles=22139
  t=19804.9s cycles=22139
  t=19816s cycles=22139
  t=19827s cycles=22139
  t=19838.1s cycles=22139
  t=19849.1s cycles=22139
  t=19860.1s cycles=22139
  t=19871.2s cycles=22139
  t=19882.2s cycles=22139
  t=19893.2s cycles=22139
  t=19904.2s cycles=22139
  t=19915.3s cycles=22139
  t=19926.3s cycles=22139
  t=19937.3s cycles=22139
  t=19948.4s cycles=22139
  t=19959.4s cycles=22139
  t=19970.4s cycles=22139
  t=19981.4s cycles=22139
  t=19992.5s cycles=22139
  t=20003.5s cycles=22139
  t=20014.5s cycles=22139
  t=20025.6s cycles=22139
  t=20036.6s cycles=22139
  t=20047.6s cycles=22139
  t=20058.6s cycles=22139
  t=20069.7s cycles=22139
  t=20080.7s cycles=22139
  t=20091.7s cycles=22139
  t=20102.7s cycles=22139
  t=20113.8s cycles=22139
  t=20124.8s cycles=22139
  t=20135.9s cycles=22139
  t=20146.9s cycles=22139
  t=20158s cycles=22139
  t=20169s cycles=22139
  t=20180s cycles=22139
  t=20191s cycles=22139
  t=20202.1s cycles=22139
  t=20213.1s cycles=22139
  t=20224.1s cycles=22139
  t=20235.2s cycles=22139
  t=20246.2s cycles=22139
  t=20257.2s cycles=22139
  t=20268.3s cycles=22139
  t=20279.3s cycles=22139
  t=20290.3s cycles=22139
  t=20301.4s cycles=22139
  t=20312.4s cycles=22139
  t=20323.4s cycles=22139
  t=20334.5s cycles=22139
  t=20345.5s cycles=22139
  t=20356.5s cycles=22139
  t=20367.6s cycles=22139
  t=20378.6s cycles=22139
  t=20389.6s cycles=22139
  t=20400.7s cycles=22139
  t=20411.7s cycles=22139
  t=20422.7s cycles=22139
  t=20433.7s cycles=22139
  t=20444.8s cycles=22139
  t=20455.8s cycles=22139
  t=20466.8s cycles=22139
  t=20477.9s cycles=22139
  t=20488.9s cycles=22139
  t=20499.9s cycles=22139
  t=20510.9s cycles=22139
  t=20522s cycles=22139
  t=20533s cycles=22139
  t=20544.1s cycles=22139
  t=20555.1s cycles=22139
  t=20566.1s cycles=22139
  t=20577.1s cycles=22139
  t=20588.2s cycles=22139
  t=20599.2s cycles=22139
  t=20610.3s cycles=22139
  t=20621.3s cycles=22139
  t=20632.3s cycles=22139
  t=20643.4s cycles=22139
  t=20654.4s cycles=22139
  t=20665.4s cycles=22139
  t=20676.4s cycles=22139
  t=20687.5s cycles=22139
  t=20698.5s cycles=22139
  t=20709.5s cycles=22139
  t=20720.5s cycles=22139
  t=20731.6s cycles=22139
  t=20742.6s cycles=22139
  t=20753.6s cycles=22139
  t=20764.7s cycles=22139
  t=20775.7s cycles=22139
  t=20786.7s cycles=22139
  t=20797.8s cycles=22139
  t=20808.8s cycles=22139
  t=20819.8s cycles=22139
  t=20830.9s cycles=22139
  t=20841.9s cycles=22139
  t=20852.9s cycles=22139
  t=20864s cycles=22139
  t=20875s cycles=22139
  t=20886s cycles=22139
  t=20897.1s cycles=22139
  t=20908.1s cycles=22139
  t=20919.1s cycles=22139
  t=20930.2s cycles=22139
  t=20941.2s cycles=22139
  t=20952.2s cycles=22139
  t=20963.3s cycles=22139
  t=20974.3s cycles=22139
  t=20985.3s cycles=22139
  t=20996.3s cycles=22139
  t=21007.3s cycles=22139
  t=21018.4s cycles=22139
  t=21029.4s cycles=22139
  t=21040.4s cycles=22139
  t=21051.4s cycles=22139
  t=21062.5s cycles=22139
  t=21073.5s cycles=22139
  t=21084.6s cycles=22139
  t=21095.6s cycles=22139
  t=21106.6s cycles=22139
  t=21117.6s cycles=22139
  t=21128.7s cycles=22139
  t=21139.7s cycles=22139
  t=21150.7s cycles=22139
  t=21161.8s cycles=22139
  t=21172.8s cycles=22139
  t=21183.8s cycles=22139
  t=21194.9s cycles=22139
  t=21205.9s cycles=22139
  t=21216.9s cycles=22139
  t=21228s cycles=22139
  t=21239s cycles=22139
  t=21250s cycles=22139
  t=21261s cycles=22139
  t=21272.1s cycles=22139
  t=21283.1s cycles=22139
  t=21294.1s cycles=22139
  t=21305.1s cycles=22139
  t=21316.2s cycles=22139
  t=21327.2s cycles=22139
  t=21338.2s cycles=22139
  t=21349.3s cycles=22139
  t=21360.3s cycles=22139
  t=21371.3s cycles=22139
  t=21382.3s cycles=22139
  t=21393.4s cycles=22139
  t=21404.4s cycles=22139
  t=21415.4s cycles=22139
  t=21426.5s cycles=22139
  t=21437.5s cycles=22139
  t=21448.5s cycles=22139
  t=21459.6s cycles=22139
  t=21470.6s cycles=22139
  t=21481.6s cycles=22139
  t=21492.6s cycles=22139
  t=21503.7s cycles=22139
  t=21514.7s cycles=22139
  t=21525.7s cycles=22139
  t=21536.8s cycles=22139
  t=21547.8s cycles=22139
  t=21558.8s cycles=22139
  t=21569.9s cycles=22139
  t=21580.9s cycles=22139
  t=21592s cycles=22139
  t=21603s cycles=22139
body budget (last 3):
[body] budget ms/obs: physics=12.2 vision=4.8 views=7.7 audio=0.0 send=11.0
[body] budget ms/obs: physics=11.8 vision=4.6 views=8.0 audio=0.0 send=10.5
[body] budget ms/obs: physics=11.8 vision=5.1 views=8.8 audio=0.0 send=10.4
store telemetry:
  "commit_lag_ms":  13739330.076699961
  "ltm_match_ms":  0.10979996295645833
  "sqlite_commit_count":  1430
  "sqlite_batch_commit_count":  1430
  "sqlite_last_commit_ms":  23.06410000892356
  "plasticity_pc_ema":  1.0477228363828832
  "awake_neurons":  1232
  "growth_events":  2
  "graph_flush_ms":  321.5189999900758
  "graph_flush_lock_ms":  0.28119998751208186
  "graph_flush_queue_depth":  0
  "graph_flush_rows":  437
  "graph_flush_stmts":  171
  "graph_flush_error_batches":  0
  "graph_writes_deferred":  10109938
  "graph_coalesce_dedup_rows":  0
  "graph_deferred_depth":  10921
  "kuzu_vector_index_rebuilds":  0
  "awake_neurons":  1232
memory accumulation (first 2 vs last 2 samples -- watch recall_ms/ltm_match_ms/ltm_nodes):
  agent_id=5f294e50-66cf-4723-8ec6-9ab5f4d0c9c0 cycle=200 wall_ms=253.1 recall_ms=0.000 ltm_match_ms=0.057 ltm_nodes=14 ltm_edges=294 ltm_beliefs=251 ltm_db_bytes=4096 episodic_db_bytes=0"}
  agent_id=5f294e50-66cf-4723-8ec6-9ab5f4d0c9c0 cycle=400 wall_ms=145.1 recall_ms=0.000 ltm_match_ms=0.135 ltm_nodes=14 ltm_edges=339 ltm_beliefs=251 ltm_db_bytes=4096 episodic_db_bytes=228643"}
  ...
  agent_id=5f294e50-66cf-4723-8ec6-9ab5f4d0c9c0 cycle=21800 wall_ms=589.1 recall_ms=0.000 ltm_match_ms=0.071 ltm_nodes=34 ltm_edges=5411 ltm_beliefs=816 ltm_db_bytes=107614208 episodic_db_bytes=20361008"}
  agent_id=5f294e50-66cf-4723-8ec6-9ab5f4d0c9c0 cycle=22000 wall_ms=1193.3 recall_ms=0.000 ltm_match_ms=0.095 ltm_nodes=34 ltm_edges=5425 ltm_beliefs=816 ltm_db_bytes=107614208 episodic_db_bytes=20361008"}
successor value (must climb off ~0 to forage):
  "raw":  0.835087,
  "weighted":  1.127368
